name,display_name,chapter(int),source code (y/n),gif images (y/n),supplmental materials (y/n),Original Filename,Source,License/Copyright,OpenStax Section 1,OpenStax Section 2,Brief Description,Long Description,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Pedagogical Quality,Graphics Quality,Comments
Black hole and a star.gif,Black Hole and a Star,24,n,n,n,Black hole and a star.gif,NASA SVS | An Orrery of Black Holes and Their Companions,Public domain (NASA),24.5,,Black hole+star system,This visualization shows a system of a blackhole and its companion star and the accretion disk that is forming as a result,Blackhole,Star,Binary system,,,,,NASA's Scientific Visualization Studio
Binary systems (BH+Star).gif,22 Black Hole and Star Binary Systems,24,n,n,n,Binary systems (BH+Star).gif,NASA SVS | An Orrery of Black Holes and Their Companions,Public domain (NASA),24.5,,Binary system of blackholes and their copanion star,"This visualization shows 22 X-ray binaries in our Milky Way galaxy and its nearest neighbor, the Large Magellanic Cloud, that host confirmed stellar-mass black holes.",Blackhole,X-ray,Binary system,,,,,NASA's Scientific Visualization Studio
dark matter particles collecting around the black hole.gif,Dark Matter Particles Collecting Around Black Hole,28,n,n,n,dark matter particles collecting around the black hole.gif,NASA SVS | Capturing Dark Matter with Black Holes,Public domain (NASA),28.4,,Dark matter particles and black holes,Oblique view of dark matter particles collecting around the black hole. This provides a better view of some of the more complex trajectories near the spin axis.,Dark matter,Particles,Blackholes,,,,,NASA's Scientific Visualization Studio
neutron star and its accretion disk.gif,Neutron Star and its Accretion Disk: Pulsar,24,n,n,n,neutron star and its accretion disk.gif,NASA SVS | Millisecond Pulsar with Magnetic Field Structure,Public domain (NASA),24.6,,Neutron star and its accretion disk formation,This animation zooms into a neutron star and its accretion disk to show a millisecond pulsar in close-up,Neutron star,Accretion disk,Pulsar,,,,,NASA
neutron star experiencing a starquake.gif,Neutron Star Starquake,23,n,n,n,neutron star experiencing a starquake.gif,NASA SVS | Millisecond Pulsar with Magnetic Field Structure,Public domain (NASA),23.4,,neutron star experiencing a starquake,This animation shows a what a neutron star experiencing a starquake might look like. Starquakes crack the surface crust of the star and briefly increase its spin rate.,Neutron star,Pulsar,Starquake,,,,,NASA
Pulsar's magnetic field.gif,Pulsar's Magnetic Field,23,n,n,n,Pulsar's magnetic field.gif,NASA SVS | Pulsars and their Magnetic Field - Vacuum solution,Public domain (NASA),23.4,,Neutron star magnetic field,This movie presents a view of the vacuum magnetic field solution from above the rotation axis,Neutron star,Magnetic field,,,,,,NASA's Scientific Visualization Studio
Redshift Animations.gif,Galaxy's Redshift,26,n,n,n,Redshift Animations.gif,NASA SVS | Redshift Animations,Public domain (NASA),26.3,,Galaxy's redshift as viewed from earth,"the universe expands, it stretches the wavelengths of light along with it, a process called redshift. The farther away an object is, the more the light from it has stretched by the time it reaches us.",Galaxy,Redshift,,,,,,NASA/JPL-Caltech//R. Hurt (Caltech-IPAC)
Solar Particle Acceleration.gif,Solar Particles Acceleration,7,n,n,n,Solar Particle Acceleration.gif,https://svs.gsfc.nasa.gov/20408/,Public domain (NASA),7.1,,Solar particles causing space weather ,"As solar particles get accelerated from the Sun, they can cause space weather at Earth that disrupts our communications and technology on Earth and in space.",Solat particles,space weather,Earth,,,,,NASA's Goddard Space Flight Center Conceptual Image Lab
Stellar black hole and the companion star.gif,Massive Black Hole and Companion Star Orbit,24,n,n,n,Stellar black hole and the companion star.gif,https://www.eso.org/public/videos/eso2408a/,Public domain (ESO),24.5,,Gaia BH 33 and the comapanion star,"Finding the most massive stellar black holes, Gaia BH33, by observing the motion of the star orbiting it",Companion star,Massive black hole,,,,,,ESO
Black Hole Environment.gif, Black Hole Accretion Disk Formation,24,n,n,n,Black Hole Environment.gif,https://www.eso.org/public/videos/eso1907n/,Public domain (ESO),24.5,,Accretion disk formation,"This illustration delves into the surroundings of a black hole, showing an accretion disc of superheated plasma and a relativistic jet. It also depicts the paths of photons in the vicinity of a black hole",Black holes,Accretion disk,Jet,,,,,ESO
A binary pair of stars in orbit.gif,Binary Star Orbit Visualization,18,n,n,n,A binary pair of stars in orbit.gif,https://www.eso.org/public/videos/cs0007c/,Public domain (ESO),18.2,,Binary star visulaization ,This animation shows how a binary star system behaves,Binary star,,,,,,,ESO
Brown dwarf swallowed by red giant.gif,Brown Dwarf Swallowed by Red Giant,17,n,n,n,Brown dwarf swallowed by red giant.gif,https://www.eso.org/public/videos/eso0628a/,Public domain (ESO),17.3,,Brown Dwarf swalloed by a Red giant,A simulation of the merger process of a Red Giant with a Brown Dwarf,Brown dwarf,Red giant,merger,Binary system,,,,ESO
Radial Velocity.gif,Exoplanet Radial Velocity,14,n,n,n,Radial Velocity.gif,https://www.eso.org/public/videos/radialvelocity/,Public domain (ESO),14.4,,Radial velocity exoplanet,Animation depicting the radial velocity method for detecting exoplanets,Exoplanet,Radial Velocity,,,,,,ESO
Eclispsing Binary.gif,Exclipsing Binary Stars Brightness Graph,18,n,n,n,Eclispsing Binary.gif,https://www.eso.org/public/videos/eso1311b/,Public domain (ESO),18.3,,Eclispsing Binary system star,"This video shows an artist’s impression of an eclipsing binary star system. As the two stars orbit each other they pass in front of one another and their combined brightness, seen from a distance, decreases",Eclisping binary,Binary star,Brightness,,,,,ESO
Neutron star merger seen in gravity and matter.gif,Neutron Star Merger Matter and Gravity Model,23,n,n,n,Neutron star merger seen in gravity and matter.gif,https://www.eso.org/public/videos/eso1733h/,Public domain (ESO),23.2,,Neutron star meger,This visualization shows the coalescence of two orbiting neutron stars. The left panel contains a visualization of the matter of the neutron stars. The different coloured layers are different densities,Neutron star,Merger,Gravity waves,,,,,ESO
Light spectrum.gif,Light Spectrum Tour,5,n,n,n,Light spectrum.gif,https://www.eso.org/public/videos/eso50spectrum/,Public domain (ESO),5.3,,Light spectrum of stars,This 3D animation depicts how the light of a distant star is studied by astronomers,Light spectrum,stars,,,,,,ESO
